conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,Biomedizinischer Ingenieur/Biomedizinische Ingenieurin,released,Biomedizinischer Ingenieur | Biomedizinische Ingenieurin | Ingenieurin Biomedizinische Technik | Ingenieur Biomedizinische Technik,"Biomedizinische Ingenieur/´biomedizinische Ingenieurinnen führen Kenntnisse der Grundsätze der Ingenieurwissenschaften und biologische Erkenntnisse zusammen, um medizinische Behandlungen und Arzneimittel zu entwickeln und andere Gesundheitszwecke zu unterstützen. Sie können Lösungen entwickeln, die von der Verbesserung der Zusammensetzung herkömmlicher Arzneimittel bis hin zu Implantaten und Gewebebehandlung reichen.",http://data.europa.eu/esco/occupation/f9433fdb-dde1-46cf-9e91-b49d243946a7,Bioingenieur/Bioingenieurin
Occupation,http://data.europa.eu/esco/occupation/0611f232-b30e-46c7-9c26-2d59b1448e79,Kriminologe/Kriminologin,released,Kriminologin | Kriminologe,"Kriminologen untersuchen, welche Umstände, z. B. gesellschaftliche und psychologische Aspekte, Menschen zu Straftaten veranlassen. Sie beobachten und analysieren verschiedene Faktoren, von Verhaltensweisen bis hin zum sozialen Hintergrund und Umfeld verdächtiger Personen, um Organisationen zur Kriminalitätsprävention zu beraten.",http://data.europa.eu/esco/isco/C2632,"Soziologen, Anthropologen und verwandte Wissenschaftler"
Occupation,http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659,Hochschullehrkraft für Wirtschaftswissenschaften,released,Universitätslehrerin für Wirtschaftswissenschaften | Dozent/in für Wirtschaftswissenschaften | Hochschullehrerin für Finanzwissenschaft | Hochschullehrer für Finanzwissenschaft | Lehrbeauftragter für Volkswirtschaftslehre | Lehrbeauftragte für Volkswirtschaftslehre | UniversitätsassistentIn für Betriebswirtschaftslehre | Wissenschaftliche Mitarbeiterin für Volkswirtschaftslehre | Universitätslehrer für Wirtschaftswissenschaften | Wissenschaftlicher Mitarbeiter für Volkswirtschaftslehre | ProfessorIn für Wirtschaftssoziologie,"Hochschullehrkräfte für Wirtschaftswissenschaften sind Professoren/Professorinnen, Assistenzprofessoren/-professorinnen, Lehrkräfte, Dozenten/Dozentinnen, Hilfskräfte und Mentoren, die Studierende in ihrem eigenen Fachgebiet, den Wirtschaftswissenschaften, unterrichten. Sie entwickeln Lehrpläne, bereiten Lehrveranstaltungen (Vorlesungen, Praxiskurse, Seminare, Tutorien usw.) vor, überwachen die Lernergebnisse und begleiten den akademischen Werdegang der Studierenden. Sie führen in ihrem jeweiligen wirtschaftswissenschaftlichem Fachgebiet Forschungsarbeiten durch und stellen die Ergebnisse bei Konferenzen und in Publikationen vor. Sie sind zum Teil an der Hochschulverwaltung beteiligt.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a,Hochschullehrkraft für Medizin,released,Wissenschaftlicher Mitarbeiter für Medizin | Universitätsprofessorin für Medizin | DozentIn für Medizin | Lehrbeauftragter für Medizin | Wissenschaftliche Mitarbeiterin für Medizin | Universitätsprofessor für Medizin | Lehrbeauftragte für Medizin | Hochschulassistent/in für Medizin,"Hochschullehrkräfte für Medizin sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen und oft Ärzte/Ärztinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Medizin, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen medizinischen Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/0c7c9606-fde3-4658-8136-8fe0c9b8bd09,Ingenieur Medizintechnik/Ingenieurin Medizintechnik,released,Ingenieurin Medizintechnik | Ingenieur Medizintechnik,"Ingenieure Medizintechnik/Ingenieurinnen Medizintechnik gestalten und entwickeln medizinisch-technische Systeme, Anlagen und Geräte wie Herzschrittmacher und MRT- und Röntgengeräte. Sie überwachen den gesamten Herstellungsprozess von der Konzeption bis zur Produkteinführung. U. a. konzipieren sie Produktverbesserungen, entwickeln Methoden und Techniken zur Bewertung der Eignung, koordinieren die anfängliche Produktion, entwickeln Testverfahren und gestalten Fertigungsskizzen.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,Ingenieur Elektronik/Ingenieurin Elektronik
Occupation,http://data.europa.eu/esco/occupation/0cd729a6-ed11-4338-ac4b-d4b924390128,Historiker/Historikerin,released,Kunsthistoriker | Wirtschaftshistorikerin | Sozialhistoriker | Althistoriker | Sozialhistorikerin | Kunsthistorikerin | Ägyptologe | Ägyptologin | Sozial- und Wirtschaftshistoriker | Althistorikerin | Historiker | Wirtschaftshistoriker | Historikerin | Sozial- und Wirtschaftshistorikerin,"Historiker erforschen, analysieren und interpretieren die Vergangenheit menschlicher Gesellschaften. Sie analysieren Dokumente, Quellen und Spuren aus der Vergangenheit, um die damaligen Gesellschaften zu verstehen.",http://data.europa.eu/esco/isco/C2633,"Philosophen, Historiker und Politologen"
Occupation,http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,Chemiker/Chemikerin,released,Lebensmittelchemiker | Lebensmittelchemikerin | Chemikerin | Chemiker | Chemischer Analytiker | Klinische Chemikerin | Anorganiker | Polymerchemiker | Wirtschaftschemiker | Natur- und Wirkstoffchemikerin | Anorganikerin | Wirtschaftschemikerin | Umweltanalytikerin | Chemieanalytiker | Biochemikerin | Chemische Analytikerin | Klinischer Chemiker | Umweltanalytiker | Natur- und Wirkstoffchemiker | Organiker | Arzneimittelchemikerin | Organikerin | Arzneimittelchemiker | Polymerchemikerin | Chemieanalytikerin | Biochemiker,"Chemiker/Chemikerinnen erforschen die chemische Struktur von Stoffen, indem sie sie testen und analysieren. Sie lassen die Forschungsergebnisse in Herstellungsverfahren einfließen, die ihrerseits zur Entwicklung von Produktverbesserungen eingesetzt werden. Chemiker/Chemikerinnen prüfen zudem die Qualität der hergestellten Produkte und ihre Umweltauswirkungen.",http://data.europa.eu/esco/isco/C2113,Chemiker
Occupation,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010,Pharmakologe/Pharmakologin,released,Pharmakologin | Pharmakologe,"Pharmakologen/Pharmakologinnen untersuchen, wie Arzneimittel und Medikamente mit Organismen, lebenden Systemen und Teilen davon (d. h. Zellen, Geweben und Organen) interagieren. Ihre Forschungsarbeiten dienen der Ermittlung von Stoffen, die vom Menschen aufgenommen werden können und bei denen geeignete biochemische Funktionen für die Behandlung von Krankheiten festgestellt werden.",http://data.europa.eu/esco/isco/C2131,"Biologen, Botaniker, Zoologen und verwandte Berufe"
Occupation,http://data.europa.eu/esco/occupation/116b4c55-5bd0-41e9-9227-98d7ecffeaf6,Hochschullehrkraft für Soziologie,released,Universitätsdozent/in für Sozialwissenschaften | Universitätsassistentin für Soziologie | HochschullehrerIn für Sozialwissenschaften | Universitätsassistent für Soziologie,"Hochschullehrkräfte für Soziologie sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Soziologie, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen soziologischen Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,Kinesiologe/Kinesiologin,released,Kinesiologin | Kinesiologe,"Kinesiologen/Kinesiologinnen beobachten und erforschen Körper-, Muskel- und Körperteilbewegungen. Sie analysieren und nutzen wissenschaftliche Daten und Methoden zur Verbesserung der Körperbewegung, im Allgemeinen beim Menschen, wobei sie sich auf Kenntnisse in Physiologie, Kinetik, Neurologie und Biologie stützen. Sie erkennen die Auswirkungen, die einige Faktoren, wie etwa der Körperzustand, auf die Bewegung haben, und entwickeln Lösungen zur Verbesserung der Mechanik und Mobilität insgesamt.",http://data.europa.eu/esco/isco/C2269,"Akademische und verwandte Gesundheitsberufe, anderweitig nicht genannt"
Occupation,http://data.europa.eu/esco/occupation/11b6390b-1e48-4903-a5df-d3e04b451a19,Kosmetikchemiker/Kosmetikchemikerin,released,Kosmetikchemikerin | Kosmetikchemiker,"Kosmetikchemiker/Kosmetikchemikerin entwickeln Rezepturen, um neue Kosmetika zu schaffen und zu testen und bestehende Kosmetika zu verbessern, z. B. für Parfüms und Duftstoffe, Lippenstifte, wasserfeste Lotionen und Schminke, Haarfärbemittel, Seifen und Detergenzien mit besonderen Eigenschaften, topische Arzneimittel oder Nahrungsergänzungsmittel.",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,Chemiker/Chemikerin
Occupation,http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094,Umweltwissenschaftler/Umweltwissenschaftlerin,released,Umweltwissenschaftler | Umweltwissenschaftlerin,"Umweltwissenschaftler/Umweltwissenschaftlerinnen ermitteln Probleme und finden Lösungen, um Umweltgefahren so gering wie möglich zu halten, indem sie u. a. Luft-, Wasser- und Bodenproben auswerten. Sie beraten zu oder entwickeln Umweltmaßnahmen und sind bestrebt, die Wasserversorgung zu verbessern und Abfalldeponien zu bewirtschaften. Umweltwissenschaftler/Umweltwissenschaftlerinnen führen Umweltverträglichkeitsprüfungen durch und analysieren die Umweltauswirkungen von neuen Lösungen, Baustellen oder Umweltveränderungen und gewährleisten dabei, dass die Umweltvorschriften eingehalten werden.",http://data.europa.eu/esco/isco/C2133,Umweltwissenschaftler
Occupation,http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,Soziologe/Soziologin,released,Sozialforscher | Genderwissenschaftler | Sozialwissenschaftler | Kriminalsoziologe | Wirtschaftssoziologin | Gesellschaftswissenschaftler | Gerontologin | Sozialforscherin | Gesellschaftswissenschaftlerin | Sozialökonom | Soziologe | Kriminalsoziologin | Sozialwissenschaftlerin | Industriesoziologin | Wirtschaftssoziologe | Sozialökonomin | Soziologin | Genderwissenschaftlerin | Gerontologe | Industriesoziologe,"Soziologen untersuchen das Sozialverhalten und die Art und Weise, wie Menschen sich als Gesellschaft organisieren. Sie erforschen und erklären die Herausbildung von Gesellschaften, indem sie deren rechtliche, politische und wirtschaftliche Systeme und ihre kulturellen Ausdrucksformen beschreiben.",http://data.europa.eu/esco/isco/C2632,"Soziologen, Anthropologen und verwandte Wissenschaftler"
Occupation,http://data.europa.eu/esco/occupation/1738173e-ef9c-4222-88c8-b6aa9bad3cf7,Biophysiker/Biophysikerin,released,Biophysikerin | Biophysiker,"Biophysiker/Biophysikerinnen untersuchen die Beziehung zwischen lebenden Organismen und Physik. Sie führen Forschungsarbeiten über lebende Organismen auf der Grundlage der physikalischen Methoden durch, die darauf abzielen, die Komplexität des Lebens zu erklären, sagen Muster vorher und ziehen Schlussfolgerungen zu Aspekten des Lebens. Die Forschungsbereiche von Biophysikern/Biophysikerinnen umfassen DNA, Proteine, Moleküle, Zellen und Umgebungen.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biologe/Biologin
Occupation,http://data.europa.eu/esco/occupation/19db5ad1-ffbf-41a0-8746-d3878f0d5dbd,Medienwissenschaftler/Medienwissenschaftlerin,released,Medienwissenschaftlerin | Medienwissenschaftler | Medienforscherin | Medienforscher,"Medienwissenschaftler erforschen die Rolle und die Auswirkungen von Medien auf die Gesellschaft. Sie beobachten und dokumentieren die Nutzung verschiedener Arten von Medien, z. B. Zeitungen, Radio und Fernsehen, und die Reaktion der Gesellschaft.",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,Anthropologe/Anthropologin
Occupation,http://data.europa.eu/esco/occupation/1bbaf82c-67ae-4beb-9a55-7298acf5b2af,Hochschullehrkraft für Krankenpflege,released,Dozent für Gesundheits- und Krankenpflege | Lehrbeauftragter für Palliativpflege | Dozentin für Gesundheits- und Krankenpflege | Lehrbeauftragte für Palliativpflege | ProfessorIn für Pflegewissenschaften,"Hochschullehrkräfte für Krankenpflege sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen und oft Ärzte/Ärztinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Krankenpflege, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Krankenpflege-Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,Meteorologe/Meteorologin,released,Meteorologin | Meteorologe,"Meteorologe/Meteorologinnen untersuchen klimatische Prozesse, messen das Wetter, sagen das Wetter vorher und beraten verschiedenste Nutzer von Wetterinformationen. Sie erarbeiten Wettervorhersagemodelle, entwickeln Instrumente zur Erhebung meteorologischer Daten und erstellen Statistiken und Datenbanken.",http://data.europa.eu/esco/isco/C2112,Meteorologen
Occupation,http://data.europa.eu/esco/occupation/2026adb2-62d7-4b92-9ccb-105abdebe37d,Ingenieur Elektromagnetik/Ingenieurin Elektromagnetik,released,Ingenieurin Elektromagnetik | Ingenieur Elektromagnetik,"Ingenieure Elektromagnetik/Ingenieurinnen Elektromagnetik entwerfen und entwickeln elektromagnetische Systeme, Geräte und Komponenten wie Elektromagnete in Lautsprechern, elektromagnetische Schlösser, leitende Magnete für MRT-Geräte und Magnete für Elektromotoren.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,Ingenieur Elektrotechnik/Ingenieurin Elektrotechnik
Occupation,http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3,Archäologe/Archäologin,released,Archäologe | Archäologin,"Archäologen erforschen Zivilisationen und Siedlungen früherer Zeiten, indem sie von diesen hinterlassene Gegenstände sammeln und untersuchen. Gestützt auf die Untersuchung von Gegenständen, Bauwerken, Fossilien, Relikten und Artefakten, die von Völkern der Vergangenheit zurückgelassen wurden, analysieren sie ein breites Spektrum von Themen wie soziale Hierarchien, Sprache, Kultur und Politik und ziehen Schlussfolgerungen daraus. Archäologen verwenden verschiedene interdisziplinäre Methoden wie Stratigraphie, Typologie, 3D-Analyse, Mathematik und Modellierung.",http://data.europa.eu/esco/isco/C2632,"Soziologen, Anthropologen und verwandte Wissenschaftler"
Occupation,http://data.europa.eu/esco/occupation/25829508-63f3-41c3-affc-ddbb5c077930,Physiologe/Physiologin,released,Physiologe | Physiologin,"Physiologe/Physiologinnen studieren und betreiben Forschungsarbeiten zur Funktionsweise verschiedener lebender Organismen, ihrer Zusammensetzung und ihrer Wechselwirkungen. Sie vollziehen nach, wie lebende Systeme auf Faktoren wie Krankheiten, körperliche Betätigung und Stress reagieren, und nutzen diese Informationen, um Methoden und Lösungen zu entwickeln, mit denen die Wirkung dieser Stimuli im Organismus ausgeglichen werden kann.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biologe/Biologin
Occupation,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,Datenwissenschaftler/Datenwissenschaftlerin,released,Data Scientist | Datenwissenschaftlerin | Datenwissenschaftler,"Datenwissenschaftler finden und interpretieren reichhaltige Datenquellen, verwalten große Datenmengen, führen Datenquellen zusammen, sorgen für die Konsistenz der Datensätze und erstellen Visualisierungen, um die Daten zu veranschaulichen. Sie erstellen anhand der Daten mathematische Modelle, präsentieren und vermitteln datenbezogene Erkenntnisse an Experten und Wissenschaftler in ihrem Team sowie ggf. an eine nicht fachkundige Öffentlichkeit und geben Empfehlungen zur Verwendung der Daten ab.",http://data.europa.eu/esco/isco/C2511,Systemanalytiker
Occupation,http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372,Hochschullehrkraft für Betriebswirtschaftslehre,released,ProfessorIn für Betriebswirtschaftslehre | Hochschullehrerin für Unternehmensführung | Universitätslehrer für Betriebswirtschaftlehre | Universitätslehrkraft für Unternehmensführung | Hochschullehrer für Unternehmensführung | Dozent/in für Betriebswirtschaftslehre | Universitätslehrerin für Betriebswirtschaftlehre,"Hochschullehrkräfte für Betriebswirtschaftslehre sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Betriebswirtschaftslehre, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen betriebswirtschaftlichem Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c,Hochschullehrkraft für Geowissenschaften,released,ProfessorIn für Erdwissenschaften | Hochschulassistentin für Geowissenschaften | Universitätslehrer für Erdwissenschaften | Hochschulassistent für Geowissenschaften | Universitätslehrerin für Erdwissenschaften | Dozent/in für Geowissenschaften,"Hochschullehrkräfte für Geowissenschaften sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, den Geowissenschaften, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem Gebiet der Geowissenschaften Forschungsarbeiten durch, veröffentlichen die gewonnenen Erkenntnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/35d41f4f-334b-452e-9e31-99f376302493,Ingenieur Optoelektronik/Ingenieurin Optoelektronik,released,Ingenieur Optoelektronik | Ingenieurin Optoelektronik,"Ingenieure Optoelektronik/Ingenieurinnen Optoelektronik entwerfen und entwickeln optoelektronische Systeme und Geräte wie UV-Sensoren, Fotodioden und LEDs. Die Optoelektronik vereint technische Optik und Elektronik, um diese Systeme und Geräte zu gestalten. Ingenieure /Ingenieurinnen Optomechanik führen Forschungsarbeiten durch, führen Analysen durch, testen die Geräte und überwachen die Forschung.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,Ingenieur Elektronik/Ingenieurin Elektronik
Occupation,http://data.europa.eu/esco/occupation/3af4d6be-90b5-41f6-be06-3330dab3df73,Sozialarbeitswissenschaftler/Sozialarbeitswissenschaftlerin,released,Sozialarbeitswissenschaftlerin | Sozialarbeitswissenschaftler,"Sozialarbeitswissenschaftler leiten Forschungsprojekte mit dem Ziel, soziale Fragen zu untersuchen und darüber zu berichten. Dabei sammeln sie zunächst mithilfe von Interviews, Fokusgruppen und Fragebögen Informationen. die sie dann mithilfe von Software ordnen und auswerten. Sie analysieren soziale Probleme und Bedürfnisse sowie unterschiedliche Vorgehensweisen und Verfahren, um darauf zu reagieren.",http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,Soziologe/Soziologin
Occupation,http://data.europa.eu/esco/occupation/3c305542-a51b-4b96-8d45-af11ca05eaa2,Hochschullehrkraft für Veterinärmedizin,released,Universitätsassistent/in für Klinische Veterinärmedizin | Dozent/in für Tiermedizin | Hochschullehrerin für Verterinärmedizin | UniversitätsprofessorIn für Tiermedizin | Hochschullehrer für Verterinärmedizin,"Hochschullehrkräfte für Veterinärmedizin sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen und oft Ärzte/Ärztinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Veterinärmedizin, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen veterinärmedizinischen Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5,Hochschullehrkraft für Zahnmedizin,released,Universitätslehrerin für Zahnmedizin | DozentIn für Implantologie | Wissenschaftliche Mitarbeiterin für Zahnmedizin | Wissenschaftlicher Mitarbeiter für Zahnmedizin | Universitätslehrer für Zahnmedizin,"Hochschullehrkräfte für Zahnmedizin sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen und oft Ärzte/Ärztinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Zahnmedizin, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen zahnmedizinischen Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/3dbd758c-6dc0-41fe-8248-2250c9bfa4ab,Klimatologe/Klimatologin,released,Klimatologe | Klimaforscher | Klimaforscherin | Klimatologin,"Klimatologe/Klimatologinnen untersuchen die durchschnittlichen Langzeitwetter- und -klimaveränderungen. Sie erforschen und analysieren historische Wetterverhältnisse, um Klimaverhältnisse zu prognostizieren, z. B. Temperaturschwankungen, globale Erwärmung oder regionale Weiterentwicklungen. Sie nutzen diese Erkenntnisse zur Beratung in den Bereichen Umweltpolitik, Bauwesen, Agrarprojekte und gesellschaftliche Fragen.",http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,Meteorologe/Meteorologin
Occupation,http://data.europa.eu/esco/occupation/3f7b7ce5-94b6-4e0c-98e7-a4ee5a6accf4,Toxikologe/Toxikologin,released,Toxikologe | Toxikologin,"Toxikologe/Toxikologin untersuchen die Auswirkungen chemischer Stoffe oder biologischer und physikalischer Wirkstoffe auf lebende Organismen, insbesondere auf die Umwelt und die Gesundheit von Mensch und Tier. Sie bestimmen die Dosen der Exposition gegenüber Stoffen für die sich daraus ergebenden toxischen Wirkungen in Umgebungen, Menschen und lebenden Organismen und führen Versuche an Tieren und Zellkulturen durch.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biologe/Biologin
Occupation,http://data.europa.eu/esco/occupation/441a5b76-2f51-4704-9df7-3b8e715dd3ad,Verhaltensforscher/Verhaltensforscherin,released,Verhaltensforscherin | Verhaltensforscher,"Verhaltensforscher untersuchen, beobachten und beschreiben menschliches Verhalten in der Gesellschaft. Sie ziehen Schlussfolgerungen aus den Motiven menschlichen Handelns, stellen die Voraussetzungen für unterschiedliche Verhaltensweisen fest und beschreiben verschiedene Persönlichkeitsstrukturen. Sie beraten Organisationen und staatliche Einrichtungen in diesem Bereich. Bisweilen analysieren sie auch das Verhalten von Tieren.",http://data.europa.eu/esco/isco/C2632,"Soziologen, Anthropologen und verwandte Wissenschaftler"
Occupation,http://data.europa.eu/esco/occupation/479ede81-bd51-4f3b-9d30-4910699fd211,Hochschullehrkraft für Journalistik,released,Hochschullehrer für Journalistik | Lehrbeauftragte für Journalismus | Professor/in für Publizistik | Hochschullehrerin für Journalistik | Lehrbeauftragter für Journalismus | UniversitätsassistentIn für Publizistik | Hochschuldozent/in für Journalistik,"Hochschullehrkräfte für Journalistik und Medien sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, Journalistik und Medien, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Journalistik Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
